#Epoch  Link[0]   Link[1]   Link[2]   Link[3]   HMC bandwidth
1       0.309944  0.303984  0.303984  0.303984  1.21593   
2       0.26226   0.26226   0.26226   0.26226   1.055     
3       0.268221  0.268221  0.268221  0.268221  1.07288   
4       0.2563    0.26226   0.2563    0.2563    1.03116   
5       0.232458  0.232458  0.238419  0.232458  0.935793  
6       0.280142  0.274181  0.274181  0.280142  1.10865   
7       0.178814  0.184774  0.178814  0.178814  0.721216  
8       0.190735  0.184774  0.190735  0.190735  0.756979  
9       0.268221  0.274181  0.274181  0.268221  1.0848    
10      0.226498  0.220537  0.220537  0.226498  0.89407   
11      0.220537  0.226498  0.226498  0.226498  0.90003   
12      0.238419  0.238419  0.238419  0.238419  0.953674  
13      0.190735  0.184774  0.184774  0.184774  0.739098  
14      0.178814  0.184774  0.184774  0.184774  0.739098  
15      0.184774  0.178814  0.178814  0.178814  0.721216  
16      0.196695  0.202656  0.196695  0.196695  0.792742  
17      0.12517   0.12517   0.13113   0.13113   0.5126    
18      0.0715256 0.0715256 0.0715256 0.0715256 0.286102  
19      0.0715256 0.0715256 0.0715256 0.0655651 0.280142  
20      0.0834465 0.0834465 0.077486  0.0834465 0.327826  
21      0.107288  0.107288  0.113249  0.107288  0.435114  
22      0.0476837 0.0476837 0.0417233 0.0476837 0.184774  
23      0.077486  0.0715256 0.077486  0.077486  0.303984  
24      0.0298023 0.0298023 0.0298023 0.0298023 0.119209  
25      0.077486  0.0834465 0.0834465 0.077486  0.321865  
26      0.12517   0.12517   0.12517   0.13113   0.506639  
27      0.107288  0.107288  0.107288  0.107288  0.429153  
28      0.13113   0.13113   0.13113   0.12517   0.51856   
29      0.107288  0.107288  0.107288  0.113249  0.435114  
30      0.119209  0.119209  0.119209  0.113249  0.470877  
31      0.12517   0.12517   0.12517   0.13113   0.506639  
32      0.137091  0.137091  0.137091  0.137091  0.542402  
33      0.101328  0.101328  0.101328  0.101328  0.411272  
34      0.113249  0.113249  0.113249  0.113249  0.452995  
35      0.13113   0.13113   0.13113   0.12517   0.51856   
36      0.12517   0.12517   0.12517   0.12517   0.500679  
37      0.12517   0.12517   0.119209  0.12517   0.494719  
38      0.107288  0.101328  0.107288  0.107288  0.423193  
39      0.12517   0.12517   0.12517   0.12517   0.500679  
40      0.113249  0.119209  0.119209  0.119209  0.470877  
41      0.089407  0.089407  0.089407  0.089407  0.357628  
42      0.077486  0.077486  0.0715256 0.0715256 0.298023  
43      0.119209  0.119209  0.119209  0.119209  0.476837  
44      0.119209  0.119209  0.119209  0.119209  0.476837  
45      0.143051  0.143051  0.149012  0.143051  0.578165  
46      0.119209  0.119209  0.119209  0.119209  0.476837  
47      0.101328  0.101328  0.101328  0.101328  0.405312  
48      0.149012  0.149012  0.149012  0.149012  0.596046  
49      0.137091  0.137091  0.13113   0.137091  0.542402  
50      0.13113   0.13113   0.137091  0.13113   0.530481  
51      0.149012  0.143051  0.143051  0.149012  0.584126  
52      0.101328  0.107288  0.107288  0.107288  0.423193  
53      0         0         0         0         0         
54      0.0178814 0.0119209 0.0119209 0.0119209 0.0536442 
55      0         0         0         0         0         
56      0         0         0         0         0         
57      0.0178814 0.0238419 0.0238419 0.0178814 0.0834465 
58      0         0         0         0         0         
59      0.0119209 0.0119209 0.0119209 0.0119209 0.0476837 
60      0.077486  0.077486  0.0715256 0.077486  0.303984  
61      0.089407  0.089407  0.0953674 0.089407  0.363588  
62      0.113249  0.107288  0.107288  0.113249  0.435114  
63      0.107288  0.107288  0.107288  0.107288  0.435114  
64      0.0953674 0.0953674 0.0953674 0.0953674 0.38147   
65      0.0953674 0.101328  0.101328  0.101328  0.399351  
66      0.0715256 0.0715256 0.0715256 0.0715256 0.286102  
67      0.077486  0.077486  0.077486  0.0715256 0.303984  
68      0.0596046 0.0596046 0.0596046 0.0596046 0.238419  
69      0.0357628 0.0357628 0.0298023 0.0357628 0.137091  
70      0.0476837 0.0417233 0.0476837 0.0476837 0.184774  
71      0.0834465 0.089407  0.0834465 0.0834465 0.339746  
72      0.0596046 0.0596046 0.0655651 0.0596046 0.244379  
73      0.089407  0.089407  0.089407  0.0953674 0.357628  
74      0.119209  0.119209  0.119209  0.113249  0.476837  
75      0.119209  0.119209  0.113249  0.119209  0.470877  
76      0.077486  0.077486  0.0834465 0.077486  0.315905  
77      0.143051  0.137091  0.137091  0.143051  0.560284  
78      0.107288  0.113249  0.107288  0.107288  0.435114  
79      0.0953674 0.089407  0.0953674 0.0953674 0.375509  
80      0.0298023 0.0357628 0.0357628 0.0298023 0.13113   
81      0.005960460.005960460         0.005960460.0178814 
82      0.0298023 0.0298023 0.0357628 0.0298023 0.12517   
83      0.0417233 0.0417233 0.0417233 0.0476837 0.172853  
84      0.0536442 0.0476837 0.0476837 0.0476837 0.196695  
85      0.154972  0.160933  0.154972  0.154972  0.625849  
